country,score,gdp,social,health,freedom,generosity,trust,year,iso_alpha,region,sub_region,dystopia_residual
Swaziland,4.212,0.811,1.149,0.0,0.313,0.074,0.135,2019,SWZ,Africa,Sub-Saharan Africa,1.7299999999999995
Uganda,4.189,0.332,1.069,0.443,0.356,0.252,0.06,2019,UGA,Africa,Sub-Saharan Africa,1.677
Egypt,4.166,0.913,1.039,0.644,0.241,0.076,0.067,2019,EGY,Africa,Northern Africa,1.186
Zambia,4.107,0.578,1.058,0.426,0.431,0.247,0.087,2019,ZMB,Africa,Sub-Saharan Africa,1.2799999999999998
Togo,4.085,0.275,0.572,0.41,0.293,0.177,0.085,2019,TGO,Africa,Sub-Saharan Africa,2.273
India,4.015,0.755,0.765,0.588,0.498,0.2,0.085,2019,IND,Asia,Southern Asia,1.1239999999999997
Liberia,3.975,0.073,0.922,0.443,0.37,0.233,0.033,2019,LBR,Africa,Sub-Saharan Africa,1.9010000000000002
Comoros,3.973,0.274,0.757,0.505,0.142,0.275,0.078,2019,COM,Africa,Sub-Saharan Africa,1.9420000000000002
Madagascar,3.933,0.274,0.916,0.555,0.148,0.169,0.041,2019,MDG,Africa,Sub-Saharan Africa,1.83
Lesotho,3.802,0.489,1.169,0.168,0.359,0.107,0.093,2019,LSO,Africa,Sub-Saharan Africa,1.4170000000000003
Burundi,3.775,0.046,0.447,0.38,0.22,0.176,0.18,2019,BDI,Africa,Sub-Saharan Africa,2.326
Zimbabwe,3.663,0.366,1.114,0.433,0.361,0.151,0.089,2019,ZWE,Africa,Sub-Saharan Africa,1.149
Haiti,3.597,0.323,0.688,0.449,0.026,0.419,0.11,2019,HTI,Americas,Latin America and the Caribbean,1.5819999999999999
Botswana,3.488,1.041,1.145,0.538,0.455,0.025,0.1,2019,BWA,Africa,Sub-Saharan Africa,0.18399999999999972
Syria,3.462,0.619,0.378,0.44,0.013,0.331,0.141,2019,SYR,Asia,Western Asia,1.5400000000000003
Malawi,3.41,0.191,0.56,0.495,0.443,0.218,0.089,2019,MWI,Africa,Sub-Saharan Africa,1.4140000000000001
Yemen,3.38,0.287,1.163,0.463,0.143,0.108,0.077,2019,YEM,Asia,Western Asia,1.1389999999999998
Rwanda,3.334,0.359,0.711,0.614,0.555,0.217,0.411,2019,RWA,Africa,Sub-Saharan Africa,0.4670000000000001
Tanzania,3.231,0.476,0.885,0.499,0.417,0.276,0.147,2019,TZA,Africa,Sub-Saharan Africa,0.5310000000000001
Afghanistan,3.203,0.35,0.517,0.361,0.0,0.158,0.025,2019,AFG,Asia,Southern Asia,1.792
Central African Republic,3.083,0.026,0.0,0.105,0.225,0.235,0.035,2019,CAF,Africa,Sub-Saharan Africa,2.4570000000000003
South Sudan,2.853,0.306,0.575,0.295,0.01,0.202,0.091,2019,SSD,Africa,Sub-Saharan Africa,1.3740000000000003
Finland,7.808700085,1.285189509,1.499525905,0.961271405,0.66231674,0.159670442,0.477857262,2020,FIN,Europe,Northern Europe,2.7628688220000006
Denmark,7.645599842,1.326948524,1.503449202,0.979332566,0.665039897,0.242793396,0.495260328,2020,DNK,Europe,Northern Europe,2.432775929000001
Switzerland,7.559899807,1.39077425,1.472403407,1.040533185,0.62895447,0.269055754,0.407945901,2020,CHE,Europe,Western Europe,2.3502328400000003
Iceland,7.504499912,1.326501608,1.547567487,1.000843406,0.661980748,0.362330228,0.144540772,2020,ISL,Europe,Northern Europe,2.4607356629999995
Norway,7.487999916,1.42420733,1.495172501,1.008071899,0.670200884,0.287985086,0.434100568,2020,NOR,Europe,Northern Europe,2.1682616479999997
Netherlands,7.448900223,1.338946342,1.463645935,0.975675344,0.61362648,0.336317569,0.368569762,2020,NLD,Europe,Western Europe,2.3521187909999997
Sweden,7.353499889,1.322235227,1.433347702,0.986470461,0.650297701,0.272827893,0.442066371,2020,SWE,Europe,Northern Europe,2.246254534
New Zealand,7.299600124,1.242317915,1.48721838,1.008138299,0.646789908,0.325726211,0.461268276,2020,NZL,Oceania,Australia and New Zealand,2.128141135
Austria,7.294199944,1.317285538,1.437444925,1.000933528,0.603368878,0.255509764,0.281256139,2020,AUT,Europe,Western Europe,2.398401172
Luxembourg,7.237500191,1.536676049,1.387528419,0.986442685,0.610137045,0.19595392,0.367041469,2020,LUX,Europe,Western Europe,2.153720603999999
Canada,7.23210001,1.301647663,1.435391903,1.022501945,0.644028127,0.28152892,0.351701856,2020,CAN,Americas,Northern America,2.195299595999999
Australia,7.222799778,1.310396433,1.477146268,1.022607684,0.621877193,0.324973613,0.335996419,2020,AUS,Oceania,Australia and New Zealand,2.1298021680000003
United Kingdom,7.164500237,1.273061037,1.457844973,0.97570008,0.525168657,0.373433441,0.322601646,2020,GBR,Europe,Northern Europe,2.236690403
Israel,7.128600121,1.216463685,1.403256774,1.008052945,0.420699477,0.266861796,0.09989845,2020,ISR,Asia,Western Asia,2.7133669939999994
Costa Rica,7.121399879,0.981107712,1.374853611,0.939635336,0.645017743,0.131266311,0.096362092,2020,CRI,Americas,Latin America and the Caribbean,2.953157074000001
Ireland,7.093699932,1.446886778,1.470596433,0.975670695,0.587779939,0.295426995,0.373433262,2020,IRL,Europe,Northern Europe,1.9439058300000003
Germany,7.075799942,1.314184546,1.368543744,0.972114801,0.564274132,0.252037704,0.309362292,2020,DEU,Europe,Western Europe,2.2952827229999997
United States,6.939599991,1.37398684,1.404786706,0.831618011,0.534608245,0.298143059,0.152284741,2020,USA,Americas,Northern America,2.3441723889999997
Czech Republic,6.910900116,1.212322354,1.40528667,0.89456445,0.505744576,0.046325929,0.049803223,2020,CZE,Europe,Eastern Europe,2.7968529140000005
Belgium,6.863500118,1.295842767,1.398677588,0.964901149,0.499805421,0.146966159,0.208724052,2020,BEL,Europe,Western Europe,2.348582982
United Arab Emirates,6.790800095,1.431086421,1.251170993,0.787814438,0.652936101,0.28065598,0.220213518,2020,ARE,Asia,Western Asia,2.1669226439999996
Malta,6.772799969,1.252513289,1.442956924,0.972042024,0.633239031,0.341180831,0.178864077,2020,MLT,Europe,Southern Europe,1.9520037930000003
France,6.663799763,1.268129349,1.458839178,1.029714227,0.514050901,0.112607703,0.227303237,2020,FRA,Europe,Western Europe,2.053155168
Mexico,6.465000153,1.024387479,1.226333499,0.831601024,0.553892553,0.083094485,0.083133668,2020,MEX,Americas,Latin America and the Caribbean,2.6625574449999996
Taiwan Province of China,6.45539999,1.327470541,1.357760668,0.878437996,0.449404389,0.150598705,0.131516352,2020,TWN,Asia,Eastern Asia,2.160211338999999
Uruguay,6.440100193,1.071000457,1.425081134,0.856928885,0.59426707,0.132143691,0.193425074,2020,URY,Americas,Latin America and the Caribbean,2.167253882
Saudi Arabia,6.406499863,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,2020,SAU,Asia,Western Asia,2.2031626109999998
Spain,6.400899887,1.230535269,1.421099186,1.051343083,0.425983816,0.16530548,0.109579779,2020,ESP,Europe,Southern Europe,1.9970532740000007
Guatemala,6.398900032,0.753815711,1.174267054,0.705952585,0.613146722,0.170611665,0.0983603,2020,GTM,Americas,Latin America and the Caribbean,2.882745995
Italy,6.38740015,1.236396074,1.347296,1.022504926,0.321305573,0.170266211,0.040145598,2020,ITA,Europe,Southern Europe,2.2494857680000004
Singapore,6.377099991,1.519580126,1.39545691,1.137814283,0.635317206,0.218770906,0.533162236,2020,SGP,Asia,South-eastern Asia,0.9369983240000002
Brazil,6.375599861,0.952679873,1.363464117,0.766119063,0.483292729,0.131674588,0.106518604,2020,BRA,Americas,Latin America and the Caribbean,2.571850887
Slovenia,6.363399982,1.208652496,1.464677691,0.932548046,0.646700144,0.145701498,0.076516323,2020,SVN,Europe,Southern Europe,1.8886037839999998
El Salvador,6.34829998,0.748940408,1.149397612,0.752730012,0.524043918,0.1189363,0.117030352,2020,SLV,Americas,Latin America and the Caribbean,2.9372213780000003
Kosovo,6.325200081,0.840481341,1.183962822,0.672709167,0.557280421,0.325286865,0.008559024,2020,XKX,Europe,Southern Europe,2.7369204410000005
Panama,6.304800034,1.097667813,1.376149297,0.878546536,0.57984978,0.097207308,0.054230526,2020,PAN,Americas,Latin America and the Caribbean,2.2211487740000004
Slovakia,6.280600071,1.194837689,1.424331188,0.853465259,0.423542529,0.116729774,0.011291441,2020,SVK,Europe,Eastern Europe,2.2564021910000003
Uzbekistan,6.257599831,0.696652949,1.434020042,0.716703713,0.693270326,0.363311023,0.280260265,2020,UZB,Asia,Central Asia,2.073381513
Chile,6.228499889,1.096992493,1.323286891,0.889260828,0.417482227,0.155579001,0.06284935,2020,CHL,Americas,Latin America and the Caribbean,2.2830490990000007
Bahrain,6.227300167,1.296692252,1.31532371,0.838836372,0.610399902,0.287453711,0.126697257,2020,BHR,Asia,Western Asia,1.7518969629999992
Lithuania,6.215499878,1.193559647,1.432865739,0.795421183,0.42046079,0.053691041,0.081350274,2020,LTU,Europe,Northern Europe,2.238151204
Trinidad and Tobago,6.191899776,1.167641521,1.407326221,0.658828557,0.55293113,0.199358255,0.015078396,2020,TTO,Americas,Latin America and the Caribbean,2.190735695999999
Poland,6.186299801,1.16922915,1.310399771,0.868038476,0.557903528,0.063374244,0.160541251,2020,POL,Europe,Eastern Europe,2.0568133810000004
Colombia,6.163400173,0.93220371,1.33445096,0.810020149,0.526890039,0.092374094,0.04584837,2020,COL,Americas,Latin America and the Caribbean,2.421612851
Cyprus,6.15899992,1.21279943,1.149170756,1.026124597,0.459385872,0.227932334,0.051207144,2020,CYP,Asia,Western Asia,2.032379787000001
Nicaragua,6.13710022,0.620033145,1.27081275,0.803093255,0.560117304,0.212871477,0.174084574,2020,NIC,Americas,Latin America and the Caribbean,2.496087715
Romania,6.123700142,1.120401621,1.1944381,0.79229486,0.534852326,0.068181619,0.000829569,2020,ROU,Europe,Eastern Europe,2.412702046999999
Kuwait,6.102099895,1.424833655,1.244779825,0.776468933,0.570261419,0.132751092,0.112814933,2020,KWT,Asia,Western Asia,1.8401900380000002
Mauritius,6.101299763,1.07366395,1.395666838,0.763389409,0.590838134,0.186894551,0.084088229,2020,MUS,Africa,Sub-Saharan Africa,2.0067586520000003
Kazakhstan,6.057899952,1.122594237,1.453267694,0.698788941,0.497432142,0.153713793,0.110463686,2020,KAZ,Asia,Central Asia,2.0216394589999993
Estonia,6.021800041,1.192441225,1.453232527,0.842615008,0.576664805,0.125136748,0.201766819,2020,EST,Europe,Northern Europe,1.6299429089999995
Philippines,6.006000042,0.775120676,1.245381713,0.602189481,0.621915162,0.129260212,0.130385727,2020,PHL,Asia,South-eastern Asia,2.501747071
Hungary,6.000400066,1.164307117,1.423009396,0.806793869,0.386401802,0.070491239,0.027548173,2020,HUN,Europe,Eastern Europe,2.12184847
Thailand,5.998799801,1.007029295,1.347519517,0.793855846,0.609449804,0.376709014,0.031837862,2020,THA,Asia,South-eastern Asia,1.8323984629999996
Argentina,5.974699974,1.028465629,1.372543693,0.849773705,0.520840347,0.070100471,0.060415059,2020,ARG,Americas,Latin America and the Caribbean,2.07256107
Honduras,5.953199863,0.598763585,1.186664104,0.791989982,0.568148077,0.256528199,0.086807102,2020,HND,Americas,Latin America and the Caribbean,2.464298814
Latvia,5.949999809,1.14139545,1.414398789,0.777902424,0.329198807,0.075407945,0.090391524,2020,LVA,Europe,Northern Europe,2.1213048700000003
Ecuador,5.925199986,0.853383601,1.221027613,0.838837743,0.555234551,0.115006477,0.086753383,2020,ECU,Americas,Latin America and the Caribbean,2.254956618
Portugal,5.910900116,1.168800831,1.339530349,0.979315281,0.589895189,0.053036947,0.027733466,2020,PRT,Europe,Southern Europe,1.7525880530000002
Jamaica,5.889800072,0.779058397,1.408289194,0.788434088,0.553124607,0.116268493,0.030147785,2020,JAM,Americas,Latin America and the Caribbean,2.214477508
South Korea,5.872399807,1.245300651,1.133560538,1.022542596,0.25935635,0.170303866,0.094596282,2020,KOR,Asia,Eastern Asia,1.9467395239999998
Japan,5.870800018,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.181439638,2020,JPN,Asia,Eastern Asia,1.4862385830000004
Peru,5.796800137,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266,2020,PER,Americas,Latin America and the Caribbean,2.213546275
Serbia,5.77820015,0.988181829,1.327448964,0.828403294,0.395428419,0.15028289,0.059447147,2020,SRB,Europe,Southern Europe,2.0290076069999996
Bolivia,5.747499943,0.730976343,1.142350554,0.662445664,0.5744645,0.138375074,0.072942637,2020,BOL,Americas,Latin America and the Caribbean,2.4259451710000004
Pakistan,5.69329977,0.616799474,0.872979581,0.469933242,0.405421734,0.228705063,0.122592121,2020,PAK,Asia,Southern Asia,2.9768685550000002
Paraguay,5.692100048,0.897990823,1.36819756,0.735869646,0.586510062,0.204299241,0.065077379,2020,PRY,Americas,Latin America and the Caribbean,1.8341553369999999
Dominican Republic,5.689199924,0.983191848,1.328888893,0.741901696,0.5628739,0.112196781,0.115945682,2020,DOM,Americas,Latin America and the Caribbean,1.844201124
Bosnia and Herzegovina,5.674099922,0.91839546,1.203986526,0.813928187,0.305365741,0.264005244,0.001172487,2020,BIH,Europe,Southern Europe,2.167246277
Moldova,5.607500076,0.707916796,1.237312198,0.713299453,0.389571488,0.174049184,0.014378744,2020,MDA,Europe,Eastern Europe,2.3709722130000004
Tajikistan,5.555699825,0.474874616,1.218377709,0.680594802,0.521141171,0.182417125,0.221779913,2020,TJK,Asia,Central Asia,2.2565144889999997
Montenegro,5.54610014,1.010150075,1.265657902,0.839028895,0.303223848,0.14901033,0.098435111,2020,MNE,Europe,Southern Europe,1.8805939789999995
Russia,5.546000004,1.126999617,1.378644109,0.68044591,0.399499595,0.099041916,0.045699362,2020,RUS,Europe,Eastern Europe,1.8156694949999999
Kyrgyzstan,5.541500092,0.513180971,1.341036677,0.680645883,0.614617765,0.30137074,0.030466691,2020,KGZ,Asia,Central Asia,2.0601813649999996
Belarus,5.539899826,1.018854499,1.38713932,0.75258857,0.290755868,0.08993306,0.193607435,2020,BLR,Europe,Eastern Europe,1.8070210740000001
North Cyprus,5.53550005,1.21279943,1.183089137,1.026124597,0.477885723,0.199160054,0.199802905,2020,CYP,Asia,Western Asia,1.2366382039999992
Greece,5.514999866,1.128070116,1.168973565,0.979431748,0.173516348,0.0,0.048844352,2020,GRC,Europe,Southern Europe,2.016163737
Hong Kong S.A.R. of China,5.510399818,1.376746058,1.243584275,1.136630654,0.459356517,0.288280904,0.332485437,2020,HKG,Asia,Eastern Asia,0.6733159730000002
Croatia,5.504700184,1.109024286,1.311264873,0.900575578,0.381456882,0.113998979,0.012325006,2020,HRV,Europe,Southern Europe,1.6760545799999997
Libya,5.488800049,1.021913767,1.196283698,0.615626633,0.451354057,0.142757699,0.172258079,2020,LBY,Africa,Northern Africa,1.8886061159999996
Mongolia,5.456200123,0.904872775,1.458930612,0.615788162,0.355703115,0.263885736,0.046533126,2020,MNG,Asia,Eastern Asia,1.8104865970000006
Malaysia,5.384300232,1.168421626,1.17400229,0.788511872,0.596941531,0.274886161,0.062163133,2020,MYS,Asia,South-eastern Asia,1.3193736189999994
Vietnam,5.353499889,0.718092382,1.253074765,0.819133997,0.650835574,0.136488721,0.089848459,2020,VNM,Asia,South-eastern Asia,1.6860259909999997
Indonesia,5.285600185,0.891720712,1.154800892,0.610437036,0.568161428,0.542646527,0.038278613,2020,IDN,Asia,South-eastern Asia,1.4795549769999998
Ivory Coast,5.233300209,0.537094414,0.799727261,0.154942513,0.397122532,0.169915587,0.093495794,2020,CIV,Africa,Sub-Saharan Africa,3.0810021080000003
Benin,5.21600008,0.366244704,0.352428436,0.328062952,0.40583989,0.196670428,0.125931874,2020,BEN,Africa,Sub-Saharan Africa,3.440821796
Maldives,5.197599888,0.937864304,1.402287602,0.914439559,0.548203647,0.224198252,0.071906492,2020,MDV,Asia,Southern Asia,1.098700032
Congo (Brazzaville),5.194399834,0.633616745,0.757636011,0.458101124,0.386514395,0.117216013,0.118670784,2020,COG,Africa,Sub-Saharan Africa,2.7226447620000003
Azerbaijan,5.164800167,0.990272701,1.180613041,0.731134057,0.467734724,0.040113214,0.247307181,2020,AZE,Asia,Western Asia,1.5076252490000006
Macedonia,5.159800053,0.935371995,1.183173537,0.802994132,0.410224587,0.18586354,0.024595059,2020,MKD,Europe,Southern Europe,1.6175772029999993
Ghana,5.147999763,0.575862467,0.96636796,0.432162255,0.477290064,0.261291206,0.056570381,2020,GHA,Africa,Sub-Saharan Africa,2.37845543
Nepal,5.137199879,0.444050372,1.100789309,0.66887939,0.480608255,0.300971806,0.127502963,2020,NPL,Asia,Southern Asia,2.014397784
Turkey,5.131800175,1.127169251,1.197159171,0.781335294,0.25440076,0.085885569,0.120983243,2020,TUR,Asia,Western Asia,1.5648668870000004
China,5.123899937,0.990533412,1.132080674,0.867248535,0.601605117,0.079021044,0.117255554,2020,CHN,Asia,Eastern Asia,1.3361556009999997
Turkmenistan,5.119100094,1.008963585,1.510476947,0.612448037,0.515236676,0.323129326,0.03350389,2020,TKM,Asia,Central Asia,1.1153416329999999
Bulgaria,5.101500034,1.046554685,1.460578918,0.777776897,0.417820066,0.103833713,0.0,2020,BGR,Europe,Eastern Europe,1.294935755
Morocco,5.094799995,0.75862211,0.645208478,0.745096922,0.450054139,0.040032551,0.077385604,2020,MAR,Africa,Northern Africa,2.378400191
Cameroon,5.084899902,0.503958046,0.89972645,0.270189553,0.439242482,0.198020101,0.054393422,2020,CMR,Africa,Sub-Saharan Africa,2.7193698480000004
Venezuela,5.053199768,0.770238638,1.348546863,0.76702553,0.271717221,0.087179154,0.063624777,2020,VEN,Americas,Latin America and the Caribbean,1.7448675849999997
Algeria,5.005099773,0.943856001,1.143003583,0.745418549,0.083943799,0.118915014,0.129190654,2020,DZA,Africa,Northern Africa,1.8407721730000004
Senegal,4.980800152,0.504061818,0.95459342,0.518391907,0.352400899,0.164397135,0.081865937,2020,SEN,Africa,Sub-Saharan Africa,2.4050890359999997
Guinea,4.949299812,0.390007734,0.75136596,0.333655238,0.371878058,0.249490842,0.112204559,2020,GIN,Africa,Sub-Saharan Africa,2.7406974209999997
Niger,4.909599781,0.108330332,0.703800142,0.298816353,0.435311615,0.208176896,0.137554765,2020,NER,Africa,Sub-Saharan Africa,3.017609678
Laos,4.888599873,0.714693844,0.987391889,0.486378282,0.612027287,0.27266711,0.194273964,2020,LAO,Asia,South-eastern Asia,1.621167497
Albania,4.882699966,0.906653047,0.830483913,0.846329629,0.461945891,0.171027765,0.025361285,2020,ALB,Europe,Southern Europe,1.640898436
Cambodia,4.848400116,0.544634938,1.071426034,0.587904334,0.674940348,0.233342081,0.072837502,2020,KHM,Asia,South-eastern Asia,1.663314879
Bangladesh,4.832799911,0.556156278,0.868800581,0.694940507,0.604130566,0.176745117,0.176735908,2020,BGD,Asia,Southern Asia,1.7552909540000003
Gabon,4.829299927,0.988044381,1.10639751,0.522574842,0.369459897,0.052013602,0.055804539,2020,GAB,Africa,Sub-Saharan Africa,1.7350051559999997
South Africa,4.814099789,0.902140439,1.259086251,0.407034069,0.43478182,0.126406848,0.05950214,2020,ZAF,Africa,Sub-Saharan Africa,1.6251482220000004
Iraq,4.784800053,0.982018709,1.011466622,0.529350698,0.283588052,0.153002068,0.073164992,2020,IRQ,Asia,Western Asia,1.7522089119999995
Lebanon,4.771500111,0.889232516,1.19249332,0.788671136,0.18551667,0.158524141,0.021518147,2020,LBN,Asia,Western Asia,1.5355441809999997
Burkina Faso,4.768700123,0.302467644,0.9293859,0.312833875,0.322398156,0.186390609,0.126408055,2020,BFA,Africa,Sub-Saharan Africa,2.588815884
Gambia,4.750599861,0.256990552,0.882678688,0.353247881,0.403419524,0.425989687,0.158093795,2020,GMB,Africa,Sub-Saharan Africa,2.2701797340000005
Mali,4.729300022,0.352462649,0.97314173,0.234981522,0.377534449,0.16966705,0.062146276,2020,MLI,Africa,Sub-Saharan Africa,2.559366346
Nigeria,4.724100113,0.645901859,0.986717939,0.167835936,0.435079455,0.221328124,0.047589935,2020,NGA,Africa,Sub-Saharan Africa,2.219646865000001
Armenia,4.676799774,0.808262408,1.034576893,0.77585727,0.378075808,0.107225738,0.104618184,2020,ARM,Asia,Western Asia,1.4681834729999999
Georgia,4.672599792,0.847198069,0.7311939,0.694657624,0.485494107,0.047609735,0.174088076,2020,GEO,Asia,Western Asia,1.6923582809999997
Iran,4.672399998,1.029322505,0.886271179,0.749053836,0.301195472,0.27697894,0.142651513,2020,IRN,Asia,Southern Asia,1.2869265530000003
Jordan,4.633399963,0.785179198,1.140118599,0.777624726,0.424855083,0.091494769,0.151878625,2020,JOR,Asia,Western Asia,1.2622489629999993
Mozambique,4.623600006,0.178741366,0.955202878,0.324223638,0.56077534,0.220422104,0.163064316,2020,MOZ,Africa,Sub-Saharan Africa,2.2211703640000007
Kenya,4.583000183,0.476413399,0.905077755,0.536312759,0.519180536,0.393902093,0.067201078,2020,KEN,Africa,Sub-Saharan Africa,1.6849125630000006
Namibia,4.571100235,0.84008199,1.245738149,0.40687117,0.444598973,0.076454483,0.054320343,2020,NAM,Africa,Sub-Saharan Africa,1.503035127
Ukraine,4.56069994,0.780434608,1.321316481,0.698674381,0.319423705,0.178551316,0.00965116,2020,UKR,Europe,Eastern Europe,1.2526482889999997
Liberia,4.557899952,0.174103007,0.920733929,0.392284274,0.405943096,0.226967871,0.051139876,2020,LBR,Africa,Sub-Saharan Africa,2.386727899
Palestinian Territories,4.552800179,0.587819219,1.194755554,0.613826573,0.29870075,0.091816261,0.071913652,2020,PSE,Asia,Western Asia,1.6939681699999998
Uganda,4.43200016,0.312337428,1.052327394,0.378311664,0.401682556,0.264807373,0.063818842,2020,UGA,Africa,Sub-Saharan Africa,1.9587149030000006
Chad,4.422699928,0.302287489,0.739118278,0.1087441,0.228601769,0.210805088,0.085755408,2020,TCD,Africa,Sub-Saharan Africa,2.747387796
Tunisia,4.392199993,0.874742687,0.872167706,0.781156719,0.235860556,0.055881143,0.043899573,2020,TUN,Africa,Northern Africa,1.528491609
Mauritania,4.374599934,0.539684892,1.113323569,0.425184816,0.185714483,0.128899664,0.122257635,2020,MRT,Africa,Sub-Saharan Africa,1.8595348749999996
Sri Lanka,4.327000141,0.897986948,1.19494009,0.792036712,0.528632462,0.252666146,0.049444564,2020,LKA,Asia,Southern Asia,0.6112932190000002
Congo (Kinshasa),4.31099987,0.062487468,0.833055019,0.277212054,0.36462298,0.254324883,0.081466645,2020,COD,Africa,Sub-Saharan Africa,2.437830821
Swaziland,4.308100224,0.827539742,1.064835191,0.215585828,0.299935788,0.067264833,0.146765873,2020,SWZ,Africa,Sub-Saharan Africa,1.6861729690000002
Myanmar,4.308000088,0.67809093,1.098178267,0.495443076,0.597478867,0.569813728,0.187530354,2020,MMR,Asia,South-eastern Asia,0.6814648660000002
Comoros,4.288599968,0.415620774,0.723232806,0.437383324,0.181028232,0.258538276,0.100048535,2020,COM,Africa,Sub-Saharan Africa,2.172748021
Togo,4.187200069,0.268116266,0.547622859,0.342731178,0.303539038,0.200774252,0.114826456,2020,TGO,Africa,Sub-Saharan Africa,2.4095900200000004
Ethiopia,4.186200142,0.315125644,1.001103282,0.483846247,0.41256687,0.227698103,0.117437035,2020,ETH,Africa,Sub-Saharan Africa,1.628422961
Madagascar,4.165599823,0.244553208,0.823694348,0.500617027,0.192967549,0.191190064,0.076248638,2020,MDG,Africa,Sub-Saharan Africa,2.1363289890000003
Egypt,4.151400089,0.875228941,0.982539535,0.596911311,0.373684734,0.068801254,0.095461793,2020,EGY,Africa,Northern Africa,1.158772521
Sierra Leone,3.926399946,0.240560383,0.747984946,0.203953966,0.382027686,0.257647008,0.047940936,2020,SLE,Africa,Sub-Saharan Africa,2.046285021
Burundi,3.775300026,0.0,0.403575271,0.295212835,0.275399059,0.187401786,0.212186828,2020,BDI,Africa,Sub-Saharan Africa,2.4015242470000002
Zambia,3.759399891,0.536833763,0.896037281,0.36359334,0.49131754,0.250620902,0.086705238,2020,ZMB,Africa,Sub-Saharan Africa,1.1342918270000002
Haiti,3.720799923,0.284734428,0.646671355,0.37436673,0.169297516,0.463909656,0.161935672,2020,HTI,Americas,Latin America and the Caribbean,1.619884566
Lesotho,3.652800083,0.45493874,1.088940024,0.100934811,0.409367532,0.102627642,0.050483823,2020,LSO,Africa,Sub-Saharan Africa,1.4455075110000002
India,3.573299885,0.730576158,0.644198656,0.54057014,0.581142247,0.237072483,0.105587982,2020,IND,Asia,Southern Asia,0.7341522190000003
Malawi,3.538000107,0.176534727,0.53036809,0.446163297,0.487389833,0.213185057,0.131633952,2020,MWI,Africa,Sub-Saharan Africa,1.5527251509999997
Yemen,3.527400017,0.392701775,1.177477121,0.41500017,0.243721485,0.094689012,0.087352127,2020,YEM,Asia,Western Asia,1.1164583270000006
Botswana,3.478899956,0.997548997,1.08569479,0.494101733,0.50908941,0.033407487,0.101786368,2020,BWA,Africa,Sub-Saharan Africa,0.2572711710000002
Tanzania,3.476200104,0.457163125,0.872674644,0.442677855,0.509343088,0.27154091,0.203880861,2020,TZA,Africa,Sub-Saharan Africa,0.718919621
Central African Republic,3.475899935,0.041072082,0.0,0.0,0.292814463,0.253513217,0.028264718,2020,CAF,Africa,Sub-Saharan Africa,2.860235455
Rwanda,3.312299967,0.343242675,0.522876322,0.572383285,0.604087889,0.235704988,0.485542476,2020,RWA,Africa,Sub-Saharan Africa,0.5484623319999997
Zimbabwe,3.299200058,0.425564021,1.047835231,0.375037611,0.37740472,0.151349187,0.080928579,2020,ZWE,Africa,Sub-Saharan Africa,0.8410807089999994
South Sudan,2.816600084,0.289082974,0.553278506,0.208809033,0.065609254,0.209934607,0.111156799,2020,SSD,Africa,Sub-Saharan Africa,1.3787289110000003
Afghanistan,2.566900015,0.30070585,0.356433839,0.266051531,0.0,0.135234714,0.001225785,2020,AFG,Asia,Southern Asia,1.507248296
Finland,7.842,1.446,1.106,0.741,0.691,0.124,0.481,2021,FIN,Europe,Northern Europe,3.253
Denmark,7.62,1.502,1.108,0.763,0.686,0.208,0.485,2021,DNK,Europe,Northern Europe,2.8679999999999994
Switzerland,7.571,1.566,1.079,0.816,0.653,0.204,0.413,2021,CHE,Europe,Western Europe,2.84
Iceland,7.554,1.482,1.172,0.772,0.698,0.293,0.17,2021,ISL,Europe,Northern Europe,2.9669999999999996
Netherlands,7.464,1.501,1.079,0.753,0.647,0.302,0.384,2021,NLD,Europe,Western Europe,2.798
Norway,7.392,1.543,1.108,0.782,0.703,0.249,0.427,2021,NOR,Europe,Northern Europe,2.580000000000001
Sweden,7.363,1.478,1.062,0.763,0.685,0.244,0.448,2021,SWE,Europe,Northern Europe,2.683
Luxembourg,7.324,1.751,1.003,0.76,0.639,0.166,0.353,2021,LUX,Europe,Western Europe,2.652
New Zealand,7.277,1.4,1.094,0.785,0.665,0.276,0.445,2021,NZL,Oceania,Australia and New Zealand,2.612
Austria,7.268,1.492,1.062,0.782,0.64,0.215,0.292,2021,AUT,Europe,Western Europe,2.7849999999999993
Australia,7.183,1.453,1.076,0.801,0.647,0.291,0.317,2021,AUS,Oceania,Australia and New Zealand,2.597999999999999
Israel,7.157,1.376,1.074,0.788,0.509,0.208,0.119,2021,ISR,Asia,Western Asia,3.0829999999999993
Germany,7.155,1.48,0.993,0.757,0.6,0.195,0.306,2021,DEU,Europe,Western Europe,2.824
Canada,7.103,1.447,1.044,0.798,0.648,0.246,0.335,2021,CAN,Americas,Northern America,2.585
Ireland,7.085,1.644,1.092,0.753,0.606,0.238,0.367,2021,IRL,Europe,Northern Europe,2.385
Costa Rica,7.069,1.134,0.966,0.722,0.673,0.105,0.083,2021,CRI,Americas,Latin America and the Caribbean,3.386
United Kingdom,7.064,1.423,1.062,0.757,0.58,0.34,0.306,2021,GBR,Europe,Northern Europe,2.595999999999999
