country,score,gdp,social,health,freedom,generosity,trust,year,iso_alpha,region,sub_region,dystopia_residual
China,5.246,0.989,1.142,0.799,0.597,0.029,0.103,2018,CHN,Asia,Eastern Asia,1.5870000000000006
Azerbaijan,5.201,1.024,1.161,0.603,0.43,0.031,0.176,2018,AZE,Asia,Western Asia,1.775999999999999
Tajikistan,5.199,0.474,1.166,0.598,0.292,0.187,0.034,2018,TJK,Asia,Central Asia,2.4480000000000004
Macedonia,5.185,0.959,1.239,0.691,0.394,0.173,0.052,2018,MKD,Europe,Southern Europe,1.6769999999999996
Jordan,5.161,0.822,1.265,0.645,0.468,0.13,0.134,2018,JOR,Asia,Western Asia,1.697
Nigeria,5.155,0.689,1.172,0.048,0.462,0.201,0.032,2018,NGA,Africa,Sub-Saharan Africa,2.551
Kyrgyzstan,5.131,0.53,1.416,0.594,0.54,0.281,0.035,2018,KGZ,Asia,Central Asia,1.7349999999999999
Bosnia and Herzegovina,5.129,0.915,1.078,0.758,0.28,0.216,0.0,2018,BIH,Europe,Southern Europe,1.8819999999999988
Mongolia,5.125,0.914,1.517,0.575,0.395,0.253,0.032,2018,MNG,Asia,Eastern Asia,1.4389999999999996
Vietnam,5.103,0.715,1.365,0.702,0.618,0.177,0.079,2018,VNM,Asia,South-eastern Asia,1.4469999999999996
Indonesia,5.093,0.899,1.215,0.522,0.538,0.484,0.018,2018,IDN,Asia,South-eastern Asia,1.4169999999999998
Bhutan,5.082,0.796,1.335,0.527,0.541,0.364,0.171,2018,BTN,Asia,Southern Asia,1.3479999999999999
Somalia,4.982,0.0,0.712,0.115,0.674,0.238,0.282,2018,SOM,Africa,Eastern Africa,2.9610000000000003
Cameroon,4.975,0.535,0.891,0.182,0.454,0.183,0.043,2018,CMR,Africa,Sub-Saharan Africa,2.6869999999999994
Bulgaria,4.933,1.054,1.515,0.712,0.359,0.064,0.009,2018,BGR,Europe,Eastern Europe,1.2200000000000002
Nepal,4.88,0.425,1.228,0.539,0.526,0.302,0.078,2018,NPL,Asia,Southern Asia,1.782
Venezuela,4.806,0.996,1.469,0.657,0.133,0.056,0.052,2018,VEN,Americas,Latin America and the Caribbean,1.443
Gabon,4.758,1.036,1.164,0.404,0.356,0.032,0.052,2018,GAB,Africa,Sub-Saharan Africa,1.714
Palestinian Territories,4.743,0.642,1.217,0.602,0.266,0.086,0.076,2018,PSE,Asia,Western Asia,1.8540000000000005
South Africa,4.724,0.94,1.41,0.33,0.516,0.103,0.056,2018,ZAF,Africa,Sub-Saharan Africa,1.3690000000000002
Iran,4.707,1.059,0.771,0.691,0.459,0.282,0.129,2018,IRN,Asia,Southern Asia,1.3159999999999998
Ivory Coast,4.671,0.541,0.872,0.08,0.467,0.146,0.103,2018,CIV,Africa,Sub-Saharan Africa,2.4619999999999997
Ghana,4.657,0.592,0.896,0.337,0.499,0.212,0.029,2018,GHA,Africa,Sub-Saharan Africa,2.092
Senegal,4.631,0.429,1.117,0.433,0.406,0.138,0.082,2018,SEN,Africa,Sub-Saharan Africa,2.0260000000000002
Laos,4.623,0.72,1.034,0.441,0.626,0.23,0.174,2018,LAO,Asia,South-eastern Asia,1.3980000000000006
Tunisia,4.592,0.9,0.906,0.69,0.271,0.04,0.063,2018,TUN,Africa,Northern Africa,1.7219999999999995
Albania,4.586,0.916,0.817,0.79,0.419,0.149,0.032,2018,ALB,Europe,Southern Europe,1.463
Sierra Leone,4.571,0.256,0.813,0.0,0.355,0.238,0.053,2018,SLE,Africa,Sub-Saharan Africa,2.856
Congo (Brazzaville),4.559,0.682,0.811,0.343,0.514,0.091,0.077,2018,COG,Africa,Sub-Saharan Africa,2.041
Bangladesh,4.5,0.532,0.85,0.579,0.58,0.153,0.144,2018,BGD,Asia,Southern Asia,1.662
Sri Lanka,4.471,0.918,1.314,0.672,0.585,0.307,0.05,2018,LKA,Asia,Southern Asia,0.625
Iraq,4.456,1.01,0.971,0.536,0.304,0.148,0.095,2018,IRQ,Asia,Western Asia,1.3920000000000003
Mali,4.447,0.37,1.233,0.152,0.367,0.139,0.056,2018,MLI,Africa,Sub-Saharan Africa,2.13
Namibia,4.441,0.874,1.281,0.365,0.519,0.051,0.064,2018,NAM,Africa,Sub-Saharan Africa,1.287
Cambodia,4.433,0.549,1.088,0.457,0.696,0.256,0.065,2018,KHM,Asia,South-eastern Asia,1.3219999999999996
Burkina Faso,4.424,0.314,1.097,0.254,0.312,0.175,0.128,2018,BFA,Africa,Sub-Saharan Africa,2.144
Egypt,4.419,0.885,1.025,0.553,0.312,0.092,0.107,2018,EGY,Africa,Northern Africa,1.4449999999999994
Mozambique,4.417,0.198,0.902,0.173,0.531,0.206,0.158,2018,MOZ,Africa,Sub-Saharan Africa,2.2489999999999997
Kenya,4.41,0.493,1.048,0.454,0.504,0.352,0.055,2018,KEN,Africa,Sub-Saharan Africa,1.5040000000000004
Zambia,4.377,0.562,1.047,0.295,0.503,0.221,0.082,2018,ZMB,Africa,Sub-Saharan Africa,1.6669999999999998
Mauritania,4.356,0.557,1.245,0.292,0.129,0.134,0.093,2018,MRT,Africa,Sub-Saharan Africa,1.9060000000000001
Ethiopia,4.35,0.308,0.95,0.391,0.452,0.22,0.146,2018,ETH,Africa,Sub-Saharan Africa,1.8829999999999996
Georgia,4.34,0.853,0.592,0.643,0.375,0.038,0.215,2018,GEO,Asia,Western Asia,1.624
Armenia,4.321,0.816,0.99,0.666,0.26,0.077,0.028,2018,ARM,Asia,Western Asia,1.4839999999999995
Myanmar,4.308,0.682,1.174,0.429,0.58,0.598,0.178,2018,MMR,Asia,South-eastern Asia,0.6670000000000003
Chad,4.301,0.358,0.907,0.053,0.189,0.181,0.06,2018,TCD,Africa,Sub-Saharan Africa,2.553
Congo (Kinshasa),4.245,0.069,1.136,0.204,0.312,0.197,0.052,2018,COD,Africa,Sub-Saharan Africa,2.2750000000000004
India,4.19,0.721,0.747,0.485,0.539,0.172,0.093,2018,IND,Asia,Southern Asia,1.4330000000000003
Niger,4.166,0.131,0.867,0.221,0.39,0.175,0.099,2018,NER,Africa,Sub-Saharan Africa,2.2830000000000004
Uganda,4.161,0.322,1.09,0.237,0.45,0.259,0.061,2018,UGA,Africa,Sub-Saharan Africa,1.7419999999999995
Benin,4.141,0.378,0.372,0.24,0.44,0.163,0.067,2018,BEN,Africa,Sub-Saharan Africa,2.481
Sudan,4.139,0.605,1.24,0.312,0.016,0.134,0.082,2018,SDN,Africa,Northern Africa,1.7500000000000004
Ukraine,4.103,0.793,1.413,0.609,0.163,0.187,0.011,2018,UKR,Europe,Eastern Europe,0.927
Togo,3.999,0.259,0.474,0.253,0.434,0.158,0.101,2018,TGO,Africa,Sub-Saharan Africa,2.3200000000000003
Guinea,3.964,0.344,0.792,0.211,0.394,0.185,0.094,2018,GIN,Africa,Sub-Saharan Africa,1.944
Lesotho,3.808,0.472,1.215,0.079,0.423,0.116,0.112,2018,LSO,Africa,Sub-Saharan Africa,1.3909999999999996
Angola,3.795,0.73,1.125,0.269,0.0,0.079,0.061,2018,AGO,Africa,Sub-Saharan Africa,1.5309999999999997
Madagascar,3.774,0.262,0.908,0.402,0.221,0.155,0.049,2018,MDG,Africa,Sub-Saharan Africa,1.777
Zimbabwe,3.692,0.357,1.094,0.248,0.406,0.132,0.099,2018,ZWE,Africa,Sub-Saharan Africa,1.3559999999999999
Afghanistan,3.632,0.332,0.537,0.255,0.085,0.191,0.036,2018,AFG,Asia,Southern Asia,2.1959999999999997
Botswana,3.59,1.017,1.174,0.417,0.557,0.042,0.092,2018,BWA,Africa,Sub-Saharan Africa,0.29100000000000037
Malawi,3.587,0.186,0.541,0.306,0.531,0.21,0.08,2018,MWI,Africa,Sub-Saharan Africa,1.733
Haiti,3.582,0.315,0.714,0.289,0.025,0.392,0.104,2018,HTI,Americas,Latin America and the Caribbean,1.7429999999999999
Liberia,3.495,0.076,0.858,0.267,0.419,0.206,0.03,2018,LBR,Africa,Sub-Saharan Africa,1.639
Syria,3.462,0.689,0.382,0.539,0.088,0.376,0.144,2018,SYR,Asia,Western Asia,1.2440000000000002
Rwanda,3.408,0.332,0.896,0.4,0.636,0.2,0.444,2018,RWA,Africa,Sub-Saharan Africa,0.49999999999999956
Yemen,3.355,0.442,1.073,0.343,0.244,0.083,0.064,2018,YEM,Asia,Western Asia,1.1059999999999999
Tanzania,3.303,0.455,0.991,0.381,0.481,0.27,0.097,2018,TZA,Africa,Sub-Saharan Africa,0.6280000000000001
South Sudan,3.254,0.337,0.608,0.177,0.112,0.224,0.106,2018,SSD,Africa,Sub-Saharan Africa,1.6899999999999997
Central African Republic,3.083,0.024,0.0,0.01,0.305,0.218,0.038,2018,CAF,Africa,Sub-Saharan Africa,2.4880000000000004
Burundi,2.905,0.091,0.627,0.145,0.065,0.149,0.076,2018,BDI,Africa,Sub-Saharan Africa,1.7519999999999998
Finland,7.769,1.34,1.587,0.986,0.596,0.153,0.393,2019,FIN,Europe,Northern Europe,2.7140000000000004
Denmark,7.6,1.383,1.573,0.996,0.592,0.252,0.41,2019,DNK,Europe,Northern Europe,2.394
Norway,7.554,1.488,1.582,1.028,0.603,0.271,0.341,2019,NOR,Europe,Northern Europe,2.2409999999999997
Iceland,7.494,1.38,1.624,1.026,0.591,0.354,0.118,2019,ISL,Europe,Northern Europe,2.400999999999999
Netherlands,7.488,1.396,1.522,0.999,0.557,0.322,0.298,2019,NLD,Europe,Western Europe,2.394
Switzerland,7.48,1.452,1.526,1.052,0.572,0.263,0.343,2019,CHE,Europe,Western Europe,2.272000000000001
Sweden,7.343,1.387,1.487,1.009,0.574,0.267,0.373,2019,SWE,Europe,Northern Europe,2.2459999999999996
New Zealand,7.307,1.303,1.557,1.026,0.585,0.33,0.38,2019,NZL,Oceania,Australia and New Zealand,2.1260000000000003
Canada,7.278,1.365,1.505,1.039,0.584,0.285,0.308,2019,CAN,Americas,Northern America,2.192
Austria,7.246,1.376,1.475,1.016,0.532,0.244,0.226,2019,AUT,Europe,Western Europe,2.3770000000000007
Australia,7.228,1.372,1.548,1.036,0.557,0.332,0.29,2019,AUS,Oceania,Australia and New Zealand,2.093
Costa Rica,7.167,1.034,1.441,0.963,0.558,0.144,0.093,2019,CRI,Americas,Latin America and the Caribbean,2.9339999999999993
Israel,7.139,1.276,1.455,1.029,0.371,0.261,0.082,2019,ISR,Asia,Western Asia,2.665
Luxembourg,7.09,1.609,1.479,1.012,0.526,0.194,0.316,2019,LUX,Europe,Western Europe,1.9540000000000006
United Kingdom,7.054,1.333,1.538,0.996,0.45,0.348,0.278,2019,GBR,Europe,Northern Europe,2.1110000000000007
Ireland,7.021,1.499,1.553,0.999,0.516,0.298,0.31,2019,IRL,Europe,Northern Europe,1.846
Germany,6.985,1.373,1.454,0.987,0.495,0.261,0.265,2019,DEU,Europe,Western Europe,2.1500000000000004
Belgium,6.923,1.356,1.504,0.986,0.473,0.16,0.21,2019,BEL,Europe,Western Europe,2.234
United States,6.892,1.433,1.457,0.874,0.454,0.28,0.128,2019,USA,Americas,Northern America,2.266
Czech Republic,6.852,1.269,1.487,0.92,0.457,0.046,0.036,2019,CZE,Europe,Eastern Europe,2.6370000000000005
United Arab Emirates,6.825,1.503,1.31,0.825,0.598,0.262,0.182,2019,ARE,Asia,Western Asia,2.1450000000000005
Malta,6.726,1.3,1.52,0.999,0.564,0.375,0.151,2019,MLT,Europe,Southern Europe,1.8170000000000002
Mexico,6.595,1.07,1.323,0.861,0.433,0.074,0.073,2019,MEX,Americas,Latin America and the Caribbean,2.7610000000000006
France,6.592,1.324,1.472,1.045,0.436,0.111,0.183,2019,FRA,Europe,Western Europe,2.021
Taiwan,6.446,1.368,1.43,0.914,0.351,0.242,0.097,2019,TWN,Asia,Eastern Asia,2.0439999999999987
Chile,6.444,1.159,1.369,0.92,0.357,0.187,0.056,2019,CHL,Americas,Latin America and the Caribbean,2.396000000000001
Guatemala,6.436,0.8,1.269,0.746,0.535,0.175,0.078,2019,GTM,Americas,Latin America and the Caribbean,2.833
Saudi Arabia,6.375,1.403,1.357,0.795,0.439,0.08,0.132,2019,SAU,Asia,Western Asia,2.1690000000000005
Qatar,6.374,1.684,1.313,0.871,0.555,0.22,0.167,2019,QAT,Asia,Western Asia,1.564
Spain,6.354,1.286,1.484,1.062,0.362,0.153,0.079,2019,ESP,Europe,Southern Europe,1.9280000000000008
Panama,6.321,1.149,1.442,0.91,0.516,0.109,0.054,2019,PAN,Americas,Latin America and the Caribbean,2.140999999999999
Brazil,6.3,1.004,1.439,0.802,0.39,0.099,0.086,2019,BRA,Americas,Latin America and the Caribbean,2.4799999999999995
Uruguay,6.293,1.124,1.465,0.891,0.523,0.127,0.15,2019,URY,Americas,Latin America and the Caribbean,2.013
Singapore,6.262,1.572,1.463,1.141,0.556,0.271,0.453,2019,SGP,Asia,South-eastern Asia,0.8059999999999992
El Salvador,6.253,0.794,1.242,0.789,0.43,0.093,0.074,2019,SLV,Americas,Latin America and the Caribbean,2.831
Italy,6.223,1.294,1.488,1.039,0.231,0.158,0.03,2019,ITA,Europe,Southern Europe,1.9829999999999997
Bahrain,6.199,1.362,1.368,0.871,0.536,0.255,0.11,2019,BHR,Asia,Western Asia,1.6969999999999992
Slovakia,6.198,1.246,1.504,0.881,0.334,0.121,0.014,2019,SVK,Europe,Eastern Europe,2.098
Trinidad & Tobago,6.192,1.231,1.477,0.713,0.489,0.185,0.016,2019,TTO,Americas,Latin America and the Caribbean,2.0810000000000004
Poland,6.182,1.206,1.438,0.884,0.483,0.117,0.05,2019,POL,Europe,Eastern Europe,2.0040000000000004
Uzbekistan,6.174,0.745,1.529,0.756,0.631,0.322,0.24,2019,UZB,Asia,Central Asia,1.9509999999999996
Lithuania,6.149,1.238,1.515,0.818,0.291,0.043,0.042,2019,LTU,Europe,Northern Europe,2.202
Colombia,6.125,0.985,1.41,0.841,0.47,0.099,0.034,2019,COL,Americas,Latin America and the Caribbean,2.2860000000000005
Slovenia,6.118,1.258,1.523,0.953,0.564,0.144,0.057,2019,SVN,Europe,Southern Europe,1.6190000000000007
Nicaragua,6.105,0.694,1.325,0.835,0.435,0.2,0.127,2019,NIC,Americas,Latin America and the Caribbean,2.489
Kosovo,6.1,0.882,1.232,0.758,0.489,0.262,0.006,2019,XKX,Europe,Southern Europe,2.471
Argentina,6.086,1.092,1.432,0.881,0.471,0.066,0.05,2019,ARG,Americas,Latin America and the Caribbean,2.0940000000000003
Romania,6.07,1.162,1.232,0.825,0.462,0.083,0.005,2019,ROU,Europe,Eastern Europe,2.3009999999999997
Cyprus,6.046,1.263,1.223,1.042,0.406,0.19,0.041,2019,CYP,Asia,Western Asia,1.8810000000000002
Ecuador,6.028,0.912,1.312,0.868,0.498,0.126,0.087,2019,ECU,Americas,Latin America and the Caribbean,2.2249999999999996
Kuwait,6.021,1.5,1.319,0.808,0.493,0.142,0.097,2019,KWT,Asia,Western Asia,1.661999999999999
Thailand,6.008,1.05,1.409,0.828,0.557,0.359,0.028,2019,THA,Asia,South-eastern Asia,1.777000000000001
Latvia,5.94,1.187,1.465,0.812,0.264,0.075,0.064,2019,LVA,Europe,Northern Europe,2.0729999999999995
South Korea,5.895,1.301,1.219,1.036,0.159,0.175,0.056,2019,KOR,Asia,Eastern Asia,1.9489999999999998
Estonia,5.893,1.237,1.528,0.874,0.495,0.103,0.161,2019,EST,Europe,Northern Europe,1.495
Jamaica,5.89,0.831,1.478,0.831,0.49,0.107,0.028,2019,JAM,Americas,Latin America and the Caribbean,2.1249999999999996
Mauritius,5.888,1.12,1.402,0.798,0.498,0.215,0.06,2019,MUS,Africa,Sub-Saharan Africa,1.795
Japan,5.886,1.327,1.419,1.088,0.445,0.069,0.14,2019,JPN,Asia,Eastern Asia,1.3980000000000006
Honduras,5.86,0.642,1.236,0.828,0.507,0.246,0.078,2019,HND,Americas,Latin America and the Caribbean,2.3230000000000004
Kazakhstan,5.809,1.173,1.508,0.729,0.41,0.146,0.096,2019,KAZ,Asia,Central Asia,1.7469999999999999
Bolivia,5.779,0.776,1.209,0.706,0.511,0.137,0.064,2019,BOL,Americas,Latin America and the Caribbean,2.376
Hungary,5.758,1.201,1.41,0.828,0.199,0.081,0.02,2019,HUN,Europe,Eastern Europe,2.0190000000000006
Paraguay,5.743,0.855,1.475,0.777,0.514,0.184,0.08,2019,PRY,Americas,Latin America and the Caribbean,1.8579999999999997
Northern Cyprus,5.718,1.263,1.252,1.042,0.417,0.191,0.162,2019,CYP,Asia,Western Asia,1.391000000000001
Peru,5.697,0.96,1.274,0.854,0.455,0.083,0.027,2019,PER,Americas,Latin America and the Caribbean,2.0439999999999996
Portugal,5.693,1.221,1.431,0.999,0.508,0.047,0.025,2019,PRT,Europe,Southern Europe,1.4619999999999989
Pakistan,5.653,0.677,0.886,0.535,0.313,0.22,0.098,2019,PAK,Asia,Southern Asia,2.923999999999999
Russia,5.648,1.183,1.452,0.726,0.334,0.082,0.031,2019,RUS,Europe,Eastern Europe,1.8399999999999999
Philippines,5.631,0.807,1.293,0.657,0.558,0.117,0.107,2019,PHL,Asia,South-eastern Asia,2.0919999999999996
Serbia,5.603,1.004,1.383,0.854,0.282,0.137,0.039,2019,SRB,Europe,Southern Europe,1.9039999999999995
Moldova,5.529,0.685,1.328,0.739,0.245,0.181,0.0,2019,MDA,Europe,Eastern Europe,2.351
Libya,5.525,1.044,1.303,0.673,0.416,0.133,0.152,2019,LBY,Africa,Northern Africa,1.8040000000000003
Montenegro,5.523,1.051,1.361,0.871,0.197,0.142,0.08,2019,MNE,Europe,Southern Europe,1.8209999999999997
Tajikistan,5.467,0.493,1.098,0.718,0.389,0.23,0.144,2019,TJK,Asia,Central Asia,2.394999999999999
Croatia,5.432,1.155,1.266,0.914,0.296,0.119,0.022,2019,HRV,Europe,Southern Europe,1.6600000000000006
Hong Kong,5.43,1.438,1.277,1.122,0.44,0.258,0.287,2019,HKG,Asia,Eastern Asia,0.6079999999999997
Dominican Republic,5.425,1.015,1.401,0.779,0.497,0.113,0.101,2019,DOM,Americas,Latin America and the Caribbean,1.5190000000000001
Bosnia and Herzegovina,5.386,0.945,1.212,0.845,0.212,0.263,0.006,2019,BIH,Europe,Southern Europe,1.9030000000000005
Turkey,5.373,1.183,1.36,0.808,0.195,0.083,0.106,2019,TUR,Asia,Western Asia,1.6380000000000003
Malaysia,5.339,1.221,1.171,0.828,0.508,0.26,0.024,2019,MYS,Asia,South-eastern Asia,1.327
Belarus,5.323,1.067,1.465,0.789,0.235,0.094,0.142,2019,BLR,Europe,Eastern Europe,1.5310000000000006
Greece,5.287,1.181,1.156,0.999,0.067,0.0,0.034,2019,GRC,Europe,Southern Europe,1.85
Mongolia,5.285,0.948,1.531,0.667,0.317,0.235,0.038,2019,MNG,Asia,Eastern Asia,1.5490000000000004
North Macedonia,5.274,0.983,1.294,0.838,0.345,0.185,0.034,2019,MKD,Europe,Southern Europe,1.5950000000000002
Nigeria,5.265,0.696,1.111,0.245,0.426,0.215,0.041,2019,NGA,Africa,Sub-Saharan Africa,2.5309999999999997
Kyrgyzstan,5.261,0.551,1.438,0.723,0.508,0.3,0.023,2019,KGZ,Asia,Central Asia,1.7180000000000004
Turkmenistan,5.247,1.052,1.538,0.657,0.394,0.244,0.028,2019,TKM,Asia,Central Asia,1.334
Algeria,5.211,1.002,1.16,0.785,0.086,0.073,0.114,2019,DZA,Africa,Northern Africa,1.9910000000000005
Morocco,5.208,0.801,0.782,0.782,0.418,0.036,0.076,2019,MAR,Africa,Northern Africa,2.3129999999999997
Azerbaijan,5.208,1.043,1.147,0.769,0.351,0.035,0.182,2019,AZE,Asia,Western Asia,1.681
Lebanon,5.197,0.987,1.224,0.815,0.216,0.166,0.027,2019,LBN,Asia,Western Asia,1.762
Indonesia,5.192,0.931,1.203,0.66,0.491,0.498,0.028,2019,IDN,Asia,South-eastern Asia,1.3809999999999998
China,5.191,1.029,1.125,0.893,0.521,0.058,0.1,2019,CHN,Asia,Eastern Asia,1.4650000000000003
Vietnam,5.175,0.741,1.346,0.851,0.543,0.147,0.073,2019,VNM,Asia,South-eastern Asia,1.4739999999999998
Bhutan,5.082,0.813,1.321,0.604,0.457,0.37,0.167,2019,BTN,Asia,Southern Asia,1.35
Cameroon,5.044,0.549,0.91,0.331,0.381,0.187,0.037,2019,CMR,Africa,Sub-Saharan Africa,2.6489999999999996
Bulgaria,5.011,1.092,1.513,0.815,0.311,0.081,0.004,2019,BGR,Europe,Eastern Europe,1.1950000000000003
Ghana,4.996,0.611,0.868,0.486,0.381,0.245,0.04,2019,GHA,Africa,Sub-Saharan Africa,2.365
Ivory Coast,4.944,0.569,0.808,0.232,0.352,0.154,0.09,2019,CIV,Africa,Sub-Saharan Africa,2.7390000000000003
Nepal,4.913,0.446,1.226,0.677,0.439,0.285,0.089,2019,NPL,Asia,Southern Asia,1.751
Jordan,4.906,0.837,1.225,0.815,0.383,0.11,0.13,2019,JOR,Asia,Western Asia,1.4059999999999997
Benin,4.883,0.393,0.437,0.397,0.349,0.175,0.082,2019,BEN,Africa,Sub-Saharan Africa,3.05
Congo (Brazzaville),4.812,0.673,0.799,0.508,0.372,0.105,0.093,2019,COG,Africa,Sub-Saharan Africa,2.2620000000000005
Gabon,4.799,1.057,1.183,0.571,0.295,0.043,0.055,2019,GAB,Africa,Sub-Saharan Africa,1.5950000000000002
Laos,4.796,0.764,1.03,0.551,0.547,0.266,0.164,2019,LAO,Asia,South-eastern Asia,1.4739999999999998
South Africa,4.722,0.96,1.351,0.469,0.389,0.13,0.055,2019,ZAF,Africa,Sub-Saharan Africa,1.3680000000000008
Albania,4.719,0.947,0.848,0.874,0.383,0.178,0.027,2019,ALB,Europe,Southern Europe,1.4620000000000002
Venezuela,4.707,0.96,1.427,0.805,0.154,0.064,0.047,2019,VEN,Americas,Latin America and the Caribbean,1.2499999999999996
Cambodia,4.7,0.574,1.122,0.637,0.609,0.232,0.062,2019,KHM,Asia,South-eastern Asia,1.464
Palestinian Territories,4.696,0.657,1.247,0.672,0.225,0.103,0.066,2019,PSE,Asia,Western Asia,1.7259999999999995
Senegal,4.681,0.45,1.134,0.571,0.292,0.153,0.072,2019,SEN,Africa,Sub-Saharan Africa,2.0090000000000003
Somalia,4.668,0.0,0.698,0.268,0.559,0.243,0.27,2019,SOM,Africa,Eastern Africa,2.6300000000000003
Namibia,4.639,0.879,1.313,0.477,0.401,0.07,0.056,2019,NAM,Africa,Sub-Saharan Africa,1.443
Niger,4.628,0.138,0.774,0.366,0.318,0.188,0.102,2019,NER,Africa,Sub-Saharan Africa,2.742
Burkina Faso,4.587,0.331,1.056,0.38,0.255,0.177,0.113,2019,BFA,Africa,Sub-Saharan Africa,2.275
Armenia,4.559,0.85,1.055,0.815,0.283,0.095,0.064,2019,ARM,Asia,Western Asia,1.3970000000000002
Iran,4.548,1.1,0.842,0.785,0.305,0.27,0.125,2019,IRN,Asia,Southern Asia,1.1209999999999996
Guinea,4.534,0.38,0.829,0.375,0.332,0.207,0.086,2019,GIN,Africa,Sub-Saharan Africa,2.3249999999999997
